,Time,Adres,Miasto,dlug,szer,Miejsce.zdarzenie,Rodzaj.zdarzenia,ucz1,ucz1_plec,ucz1_pod_wplywem,Ucz1DOB,ucz2,ucz2_plec,ucz2_pod_wplywem,Ucz2DOB,dzielnica,rok,miesiac,dzien,godzina,dzien_tyg,dzien_tyg_name
15,2019-03-07 06:20:00,GDAŃSK KARTUSKA  / ZAKOPIAŃSKA,Gdańsk,18.5381467,54.3456959,6,1,1,2,1,46,2,2,1,34,Jasieñ,2019,3,7,6,3,Thursday
16,2019-03-07 18:45:00,GDAŃSK BRACI LEWONIEWSKICH  / HYNKA,Gdańsk,18.5914311,54.3871726,2,1,1,2,1,23,2,2,1,22,Strzy¿a,2019,3,7,18,3,Thursday
17,2019-03-09 15:55:00,GDAŃSK BERGIELA  6,Gdańsk,18.5828924,54.317459,1,1,1,2,2,22,2,2,1,72,Ujecisko-£ostowice,2019,3,9,15,5,Saturday
18,2019-03-10 17:50:00,GDAŃSK POMORSKA,Gdańsk,18.5840337,54.4199868,1,1,1,2,1,36,0,2,1,78,¯abianka-Wejhera-Jelitkowo-Tysi¹clecia,2019,3,10,17,6,Sunday
19,2019-03-10 21:05:00,GDAŃSK LESZCZYNOWA  8,Gdańsk,18.559154629180068,54.33816505,1,5,1,1,1,20,0,0,1,0,Jasieñ,2019,3,10,21,6,Sunday
20,2019-03-11 08:54:00,GDAŃSK SKARPOWA  3,Gdańsk,18.627426705562087,54.352102650000006,4,2,1,2,1,25,2,2,1,8,Siedlce,2019,3,11,8,0,Monday
21,2019-03-11 11:00:00,GDAŃSK HALLERA  13,Gdańsk,18.62449002263147,54.3747176,6,6,1,2,1,36,2,1,1,45,Anio³ki,2019,3,11,11,0,Monday
22,2019-03-18 15:00:00,GDAŃSK ADAMA MICKIEWICZA  / MIEROSŁAWSKIEGO,Gdańsk,18.6217329,54.3833247,1,1,1,1,1,43,2,2,1,71,Wrzeszcz Dolny,2019,3,18,15,0,Monday
23,2019-03-22 16:00:00,GDAŃSK JAŚKOWA DOLINA  / KRUCZKOWSKIEGO,Gdańsk,18.5873271,54.35859,2,1,1,2,1,33,2,2,1,20,Piecki-Migowo,2019,3,22,16,4,Friday
24,2019-03-23 11:15:00,GDAŃSK WYSPIAŃSKIEGO  / BIAŁA,Gdańsk,18.623565,54.3764725,2,1,1,1,1,21,2,2,1,62,Wrzeszcz Dolny,2019,3,23,11,5,Saturday
25,2019-03-25 07:05:00,GDAŃSK TRAKT ŚW.WOJCIECHA  / STAROGARDZKA,Gdańsk,18.637604481502247,54.28735010000001,1,1,1,1,1,60,2,2,1,37,Orunia-w. Wojciech-Lipce,2019,3,25,7,0,Monday
26,2019-03-27 15:55:00,GDAŃSK KARTUSKA  / UJEŚCISKO,Gdańsk,18.5381467,54.3456959,1,1,1,1,1,41,2,2,1,57,Jasieñ,2019,3,27,15,2,Wednesday
27,2019-03-30 15:20:00,GDAŃSK ALEJA GRUNWALDZKA  / LENDZIONA,Gdańsk,18.570978,54.4023864,2,1,1,2,1,30,2,2,1,59,Oliwa,2019,3,30,15,5,Saturday
28,2019-04-02 14:15:00,GDAŃSK KARTUSKA  71,Gdańsk,18.6245739,54.3493934,4,1,1,2,2,56,2,2,1,43,Siedlce,2019,4,2,14,1,Tuesday
29,2019-04-02 12:44:00,GDAŃSK ALEJA GRUNWALDZKA  472,Gdańsk,18.5710714,54.4025175,7,6,1,0,1,0,0,2,1,25,Oliwa,2019,4,2,12,1,Tuesday
30,2019-04-02 16:00:00,GDAŃSK ALEJA ZWYCIĘSTWA  / PIRAMOWICZA,Gdańsk,18.6411774,54.3619077,6,1,1,2,1,47,2,2,1,26,Anio³ki,2019,4,2,16,1,Tuesday
31,2019-04-02 05:13:00,GDAŃSK KIELNIEŃSKA  / WODNIKA,Gdańsk,18.465025,54.4354718,1,2,1,0,0,0,2,1,2,55,Osowa,2019,4,2,5,1,Tuesday
32,2019-04-02 07:30:00,GDAŃSK OKOPOWA  / TORUŃSKA,Gdańsk,18.6456769,54.3438899,6,5,1,2,1,67,0,0,0,0,ródmiecie,2019,4,2,7,1,Tuesday
33,2019-04-01 13:40:00,GDAŃSK DŁUGIE OGRODY  41,Gdańsk,18.6671645,54.3484283,1,1,1,2,1,41,2,1,1,39,ródmiecie,2019,4,1,13,0,Monday
34,2019-04-03 16:00:00,GDAŃSK RZECZYPOSPOLITEJ  7,Gdańsk,18.6038269,54.39600160000001,2,1,1,2,1,35,2,1,1,63,Zaspa-Rozstaje,2019,4,3,16,2,Wednesday
35,2019-03-28 11:45:00,GDAŃSK ELBLĄSKA  / OPŁOTKI,Gdańsk,18.7205581,54.3445517,2,1,1,2,1,33,2,2,1,43,Rudniki,2019,3,28,11,3,Thursday
36,2019-04-06 13:00:00,GDAŃSK SIENNICKA  49,Gdańsk,18.669672786144574,54.350173999999996,6,2,1,1,1,35,0,0,0,0,ródmiecie,2019,4,6,13,5,Saturday
37,2019-04-06 12:25:00,GDAŃSK ZDROJOWA  2,Gdańsk,18.638167775188023,54.40794825,6,1,1,1,1,35,1,2,1,70,Brzeno,2019,4,6,12,5,Saturday
38,2019-04-06 10:40:00,GDAŃSK CHROBREGO  96,Gdańsk,18.6186693810092,54.397891099999995,5,1,1,1,1,63,2,1,1,27,Wrzeszcz Dolny,2019,4,6,10,5,Saturday
39,2019-04-07 13:20:00,GDAŃSK OGARNA  / POCZTOWA,Gdańsk,18.6558682,54.34670920000001,1,1,1,1,1,36,2,2,1,23,ródmiecie,2019,4,7,13,6,Sunday
40,2019-04-02 12:20:00,GDAŃSK PODWALE GRODZKIE,Gdańsk,18.6465424,54.3572684,4,2,1,1,1,49,0,0,0,0,ródmiecie,2019,4,2,12,1,Tuesday
41,2019-04-08 20:15:00,GDAŃSK PAŃSKA  9,Gdańsk,18.6508361,54.3520125,1,1,1,2,1,33,2,2,1,0,ródmiecie,2019,4,8,20,0,Monday
42,2019-03-30 15:50:00,GDAŃSK ALEJA JANA PAWŁA II  / RZECZYPOSPOLITEJ,Gdańsk,18.6089715,54.4010377,2,1,1,2,1,48,2,2,1,21,Zaspa-Rozstaje,2019,3,30,15,5,Saturday
43,2019-04-19 18:30:00,GDAŃSK PLATYNOWA,Gdańsk,18.6146799,54.3249755,1,1,1,2,1,37,2,2,1,77,Orunia Górna - Gdañsk Po³udnie,2019,4,19,18,4,Friday
44,2019-04-22 14:25:00,GDAŃSK ŻOŁNIERZY WYKLĘTYCH  / CHRZANOWSKIEGO,Gdańsk,18.60173216821489,54.3840045,4,1,1,1,1,51,2,1,1,31,Wrzeszcz Dolny,2019,4,22,14,0,Monday
45,2019-04-23 14:25:00,GDAŃSK NOWOMIEJSKA,Gdańsk,18.6505162,54.3624585,1,1,1,2,1,54,2,2,1,39,M³yniska,2019,4,23,14,1,Tuesday
46,2019-04-23 21:00:00,GDAŃSK TRAKT ŚW.WOJCIECHA  / ZAROŚLAK,Gdańsk,18.637604481502247,54.28735010000001,1,1,1,2,2,31,2,2,1,52,Orunia-w. Wojciech-Lipce,2019,4,23,21,1,Tuesday
47,2019-03-29 13:00:00,GDAŃSK POMORSKA  21,Gdańsk,18.578714860506786,54.41905625,6,5,1,1,1,22,0,0,0,0,¯abianka-Wejhera-Jelitkowo-Tysi¹clecia,2019,3,29,13,4,Friday
48,2019-04-23 08:00:00,GDAŃSK ALEJA GRUNWALDZKA  / MISZEWSKIEGO,Gdańsk,18.570978,54.4023864,2,1,1,2,1,23,2,0,1,0,Oliwa,2019,4,23,8,1,Tuesday
49,2019-04-23 11:28:00,GDAŃSK KOŁOBRZESKA  43,Gdańsk,18.589725100000006,54.40420200000001,4,2,1,1,1,69,0,0,0,0,Przymorze Ma³e,2019,4,23,11,1,Tuesday
50,2019-04-24 19:10:00,GDAŃSK POMORSKA  90,Gdańsk,18.5708206,54.4155173,1,1,1,1,1,20,2,2,1,41,¯abianka-Wejhera-Jelitkowo-Tysi¹clecia,2019,4,24,19,2,Wednesday
51,2019-04-25 09:10:00,GDAŃSK SŁOWACKIEGO  83  / SŁOWACKIEGO,Gdańsk,18.5958988,54.38145970000001,1,1,1,2,1,31,2,1,1,79,Wrzeszcz Górny,2019,4,25,9,3,Thursday
52,2019-04-24 16:00:00,GDAŃSK RAJSKA 1,Gdańsk,18.647388600000006,54.3566412,1,1,1,1,1,28,2,2,1,57,ródmiecie,2019,4,24,16,2,Wednesday
53,2019-04-25 12:05:00,GDAŃSK PODWALE PRZEDMIEJSKIE  22  / RZEŹNICKA,Gdańsk,18.64825266049853,54.3469959,2,1,1,1,1,62,2,2,1,59,ródmiecie,2019,4,25,12,3,Thursday
54,2019-04-27 21:40:00,GDAŃSK ALEJA GRUNWALDZKA  40  / DO STUDZIENKI,Gdańsk,18.613838,54.3758046,1,1,1,2,1,29,2,1,1,85,Wrzeszcz Górny,2019,4,27,21,5,Saturday
55,2019-04-29 19:05:00,GDAŃSK LESZCZYNOWA  27  / GABRYSIAK,Gdańsk,18.559595647889005,54.33491850000001,1,1,1,2,1,32,2,1,1,33,Jasieñ,2019,4,29,19,0,Monday
56,2019-04-29 11:15:00,GDAŃSK LEGIONÓW  / WYBICKIEGO,Gdańsk,18.6109184,54.3868051,1,1,1,2,1,18,2,2,1,84,Wrzeszcz Dolny,2019,4,29,11,0,Monday
57,2019-04-30 07:56:00,GDAŃSK MAŁOMIEJSKA  / PTASIA,Gdańsk,18.6106622,54.3272706,4,1,1,0,0,0,2,2,1,8,Orunia-w. Wojciech-Lipce,2019,4,30,7,1,Tuesday
58,2019-05-01 11:40:00,GDAŃSK 3 MAJA  24,Gdańsk,18.643226353835058,54.35950025,6,3,1,2,1,64,1,1,1,19,ródmiecie,2019,5,1,11,2,Wednesday
59,2019-05-06 12:38:00,GDAŃSK KARTUSKA  / BEMA,Gdańsk,18.5381467,54.3456959,1,1,1,2,1,39,2,2,1,68,Jasieñ,2019,5,6,12,0,Monday
60,2019-05-04 16:30:00,GDAŃSK JANTAROWA,Gdańsk,18.5988371,54.42467360000001,6,7,1,2,1,58,0,0,0,0,¯abianka-Wejhera-Jelitkowo-Tysi¹clecia,2019,5,4,16,5,Saturday
61,2019-05-09 17:30:00,GDAŃSK PARTYZANTÓW  33,Gdańsk,18.6000245,54.37864739999999,1,4,1,2,1,20,2,1,1,53,Wrzeszcz Górny,2019,5,9,17,3,Thursday
62,2019-05-10 11:50:00,GDAŃSK SIENNICKA  / WIESŁAWA,Gdańsk,18.6720525,54.352718,2,3,1,2,1,77,2,2,1,31,ródmiecie,2019,5,10,11,4,Friday
63,2019-05-10 14:45:00,GDAŃSK SZCZĘŚLIWA  7,Gdańsk,18.522445010861865,54.35338539999999,1,1,1,1,1,63,2,2,1,72,Jasieñ,2019,5,10,14,4,Friday
64,2019-05-10 14:40:00,GDAŃSK CIESZYŃSKIEGO  / WITOSA,Gdańsk,18.6104796,54.3381789,6,1,1,2,1,79,2,2,1,36,Che³m,2019,5,10,14,4,Friday
65,2019-05-13 09:45:00,GDAŃSK ŚLĄSKA  16,Gdańsk,18.588233,54.4071316,1,4,1,2,1,20,0,2,1,30,Przymorze Ma³e,2019,5,13,9,0,Monday
66,2019-05-13 13:30:00,GDAŃSK ALEJA GRUNWALDZKA  / CHOPINA,Gdańsk,18.570978,54.4023864,2,1,1,2,1,20,2,1,1,20,Oliwa,2019,5,13,13,0,Monday
67,2019-05-15 08:10:00,GDAŃSK STRZELECKA  / NOWE OGRODY,Gdańsk,18.63888,54.351463,2,3,1,2,1,41,2,2,1,35,ródmiecie,2019,5,15,8,2,Wednesday
68,2019-05-16 08:25:00,GDAŃSK JAŚKOWA DOLINA  21,Gdańsk,18.603081522018343,54.37385705,6,3,1,2,1,45,1,1,1,30,Wrzeszcz Górny,2019,5,16,8,3,Thursday
69,2019-05-17 12:30:00,GDAŃSK DĘBINKI  12,Gdańsk,18.627474,54.36509470000001,1,2,1,1,1,42,0,0,0,0,Anio³ki,2019,5,17,12,4,Friday
70,2019-05-21 07:42:00,GDAŃSK SMĘTNA,Gdańsk,18.6384816,54.324389,1,1,1,2,1,11,2,1,1,31,Orunia-w. Wojciech-Lipce,2019,5,21,7,1,Tuesday
71,2019-05-21 07:10:00,GDAŃSK WODNIKA  50,Gdańsk,18.479360836021254,54.4133554,1,1,1,2,1,56,2,1,1,31,Osowa,2019,5,21,7,1,Tuesday
72,2019-05-21 16:40:00,GDAŃSK ALEJA GRUNWALDZKA  262,Gdańsk,18.577973072653343,54.39580725,2,1,1,2,1,42,2,1,1,72,Oliwa,2019,5,21,16,1,Tuesday
73,2019-05-21 12:10:00,GDAŃSK HALLERA  273,Gdańsk,18.629419418416926,54.41087605,2,1,1,2,1,57,2,2,1,52,Brzeno,2019,5,21,12,1,Tuesday
74,2019-05-22 15:20:00,GDAŃSK ŁÓDZKA  / CIECHANOWSKA,Gdańsk,18.5963359,54.3287909,1,5,1,2,1,32,2,2,1,24,Ujecisko-£ostowice,2019,5,22,15,2,Wednesday
75,2019-05-22 09:23:00,GDAŃSK OTOMIŃSKA  2,Gdańsk,18.51118394354273,54.348967200000004,4,1,1,2,1,9,2,1,1,46,Kokoszki,2019,5,22,9,2,Wednesday
76,2019-05-23 18:00:00,GDAŃSK ŻOŁNIERZY WYKLĘTYCH,Gdańsk,18.60173216821489,54.3840045,4,1,1,2,1,18,2,2,1,49,Wrzeszcz Dolny,2019,5,23,18,3,Thursday
77,2019-05-24 09:50:00,GDAŃSK PUŁASKIEGO  3,Gdańsk,18.63578485480505,54.40844570000001,8,8,1,2,1,70,2,0,0,0,Brzeno,2019,5,24,9,4,Friday
78,2019-05-24 19:10:00,GDAŃSK OBROŃCÓW WYBRZEŻA  / KACZYŃSKIEGO,Gdańsk,18.5961233,54.4091319,2,1,1,2,1,32,2,2,1,70,Przymorze Wielkie,2019,5,24,19,4,Friday
79,2019-05-24 20:20:00,GDAŃSK RZECZYPOSPOLITEJ  7,Gdańsk,18.6038269,54.39600160000001,2,1,1,1,1,13,2,2,1,34,Zaspa-Rozstaje,2019,5,24,20,4,Friday
80,2019-05-27 20:10:00,GDAŃSK ALEJA GRUNWALDZKA  / ŻOŁNIERZY WYKLĘTYCH,Gdańsk,18.570978,54.4023864,2,1,1,2,1,50,2,2,1,57,Oliwa,2019,5,27,20,0,Monday
81,2019-05-28 17:15:00,GDAŃSK HALLERA  173,Gdańsk,18.6236367,54.394559,1,1,1,1,1,66,2,2,1,54,Wrzeszcz Dolny,2019,5,28,17,1,Tuesday
82,2019-05-25 10:20:00,GDAŃSK TORUŃSKA  1,Gdańsk,18.646904640467845,54.34555215,3,2,1,1,1,20,0,0,0,0,ródmiecie,2019,5,25,10,5,Saturday
83,2019-05-29 14:15:00,GDAŃSK ALEJA GRUNWALDZKA  535,Gdańsk,18.566961696440703,54.4138784,2,1,1,1,1,47,2,1,1,33,Oliwa,2019,5,29,14,2,Wednesday
84,2019-05-29 11:00:00,GDAŃSK KIELNIEŃSKA  71,Gdańsk,18.475333129484127,54.43009670000001,1,1,1,2,1,50,2,2,1,69,Osowa,2019,5,29,11,2,Wednesday
85,2019-05-29 14:18:00,GDAŃSK ALEJA GRUNWALDZKA  / ŻOŁNIERZY WYKLĘTYCH,Gdańsk,18.570978,54.4023864,6,4,1,1,1,21,2,2,1,74,Oliwa,2019,5,29,14,2,Wednesday
86,2019-05-29 17:15:00,GDAŃSK ALEJA GRUNWALDZKA  472,Gdańsk,18.5710714,54.4025175,2,1,1,1,1,52,2,1,1,53,Oliwa,2019,5,29,17,2,Wednesday
87,2019-05-30 11:05:00,GDAŃSK ALEJA GRUNWALDZKA  212,Gdańsk,18.58933125893249,54.387899,2,1,1,2,1,36,2,1,1,41,Strzy¿a,2019,5,30,11,3,Thursday
88,2019-05-30 18:00:00,GDAŃSK HAVLA,Gdańsk,18.5995276,54.3375193,2,1,1,2,1,18,2,1,1,33,Che³m,2019,5,30,18,3,Thursday
89,2019-05-30 21:00:00,GDAŃSK LESZCZYNOWA  / GABRYSIAK,Gdańsk,18.559594600000004,54.3380079,1,5,1,2,1,44,2,2,1,25,Jasieñ,2019,5,30,21,3,Thursday
90,2019-05-31 08:05:00,GDAŃSK SŁOWACKIEGO  / POTOKOWA,Gdańsk,18.5897603,54.380049,1,1,1,2,1,27,2,1,1,78,Wrzeszcz Górny,2019,5,31,8,4,Friday
91,2019-06-02 16:40:00,GDAŃSK JAŚMINOWY STOK  67,Gdańsk,18.50986827256717,54.35645570000001,1,1,1,2,1,14,2,1,1,30,Kokoszki,2019,6,2,16,6,Sunday
92,2019-06-02 11:30:00,GDAŃSK SUCHARSKIEGO  / POKŁADOWA,Gdańsk,18.6908785,54.3597911,2,1,1,1,1,63,2,2,1,32,Przeróbka,2019,6,2,11,6,Sunday
93,2019-06-04 07:20:00,GDAŃSK PIENIŃSKA,Gdańsk,18.5887086,54.3160339,1,1,1,1,1,5,2,1,1,42,Ujecisko-£ostowice,2019,6,4,7,1,Tuesday
94,2019-06-04 07:50:00,GDAŃSK ALEJA GRUNWALDZKA  / UPHAGENA,Gdańsk,18.570978,54.4023864,1,1,1,1,1,36,2,1,1,60,Oliwa,2019,6,4,7,1,Tuesday
95,2019-06-04 15:40:00,GDAŃSK BŁĘDNIK,Gdańsk,18.6430016,54.3612584,6,1,1,1,1,43,1,2,1,24,ródmiecie,2019,6,4,15,1,Tuesday
96,2019-06-04 22:10:00,GDAŃSK RADUŃSKA  / PIASKOWA,Gdańsk,18.632124800000003,54.3265046,1,1,1,2,1,38,2,0,1,0,Orunia-w. Wojciech-Lipce,2019,6,4,22,1,Tuesday
97,2019-06-04 16:20:00,GDAŃSK LEGIONÓW  27,Gdańsk,18.6106785,54.3871568,1,3,1,1,1,26,1,2,1,21,Wrzeszcz Dolny,2019,6,4,16,1,Tuesday
98,2019-06-05 16:30:00,GDAŃSK KOŁOBRZESKA  51,Gdańsk,18.578013,54.4017694,6,8,1,2,1,59,2,0,0,0,Przymorze Ma³e,2019,6,5,16,2,Wednesday
99,2019-06-07 07:15:00,GDAŃSK ŁOSTOWICKA  / WOJSKIEGO,Gdańsk,18.600785,54.3391206,2,1,1,2,1,26,2,1,1,42,Ujecisko-£ostowice,2019,6,7,7,4,Friday
100,2019-06-07 12:00:00,GDAŃSK ŁĄKOWA  61,Gdańsk,18.663876104302602,54.34666865,3,1,1,2,1,43,2,2,1,68,ródmiecie,2019,6,7,12,4,Friday
101,2019-06-07 15:15:00,GDAŃSK ALEJA GRUNWALDZKA  67,Gdańsk,18.609926963970324,54.3776135,6,3,1,1,1,25,1,2,1,42,Wrzeszcz Górny,2019,6,7,15,4,Friday
102,2019-06-08 09:40:00,GDAŃSK SŁOWACKIEGO  / ŻOŁNIERZY WYKLĘTYCH,Gdańsk,18.5897603,54.380049,2,1,1,1,1,22,2,2,1,62,Wrzeszcz Górny,2019,6,8,9,5,Saturday
103,2019-06-08 15:05:00,GDAŃSK OPATA JACKA RYBIŃSKIEGO  / KANAPARIUSZA,Gdańsk,18.5621914,54.40961329999999,2,1,1,2,1,54,2,2,1,29,Oliwa,2019,6,8,15,5,Saturday
104,2019-06-11 12:20:00,GDAŃSK DRAGANA  / WITOSA,Gdańsk,18.61143898733949,54.34009305,1,1,1,2,1,28,2,1,1,23,Che³m,2019,6,11,12,1,Tuesday
105,2019-06-12 11:05:00,GDAŃSK ALEJA ZWYCIĘSTWA  / KOLEJOWA,Gdańsk,18.6411774,54.3619077,2,1,1,2,1,54,2,1,1,59,Anio³ki,2019,6,12,11,2,Wednesday
106,2019-06-12 15:30:00,GDAŃSK KRYNICKA,Gdańsk,18.5863536,54.40380820000001,1,1,1,2,1,41,2,2,1,25,Przymorze Ma³e,2019,6,12,15,2,Wednesday
107,2019-06-12 15:45:00,GDAŃSK SOBIESKIEGO,Gdańsk,18.6108179,54.36149870000001,1,1,1,0,1,0,2,2,1,33,Wrzeszcz Górny,2019,6,12,15,2,Wednesday
108,2019-06-12 19:45:00,GDAŃSK SIKORSKIEGO,Gdańsk,18.6216681,54.3453997,4,1,1,2,1,12,2,1,1,28,Che³m,2019,6,12,19,2,Wednesday
109,2019-06-13 08:15:00,GDAŃSK ALEJA ZWYCIĘSTWA  15,Gdańsk,18.625145721044472,54.37263705,2,1,1,1,1,26,2,1,1,53,Anio³ki,2019,6,13,8,3,Thursday
110,2019-06-13 14:00:00,GDAŃSK NOWE OGRODY  / NOWE OGRODY,Gdańsk,18.6373587,54.3515953,2,1,1,2,1,65,2,2,1,30,ródmiecie,2019,6,13,14,3,Thursday
111,2019-06-14 16:35:00,GDAŃSK WAJDELOTY  / BIAŁA,Gdańsk,18.6085965,54.38125060000001,1,1,1,2,1,28,2,2,1,62,Wrzeszcz Dolny,2019,6,14,16,4,Friday
112,2019-06-14 17:05:00,GDAŃSK CHROBREGO  / KOŚCIUSZKI,Gdańsk,18.6155281,54.3833493,1,1,1,2,1,16,2,1,1,22,Wrzeszcz Dolny,2019,6,14,17,4,Friday
113,2019-06-15 17:10:00,GDAŃSK KARTUSKA  103,Gdańsk,18.618407762782628,54.3491128,2,1,1,2,1,35,2,2,1,81,Siedlce,2019,6,15,17,5,Saturday
114,2019-06-15 19:15:00,GDAŃSK HALLERA  / MICKIEWICZA,Gdańsk,18.6224497,54.3990535,2,1,1,1,1,43,2,2,1,22,Wrzeszcz Dolny,2019,6,15,19,5,Saturday
115,2019-06-15 15:40:00,GDAŃSK ALEJA ZWYCIĘSTWA  13,Gdańsk,18.62797237696968,54.37119795,6,1,1,2,1,64,1,1,1,22,Anio³ki,2019,6,15,15,5,Saturday
116,2019-06-13 14:40:00,GDAŃSK KOŁOBRZESKA  63,Gdańsk,18.578013,54.4017694,2,1,1,1,1,64,2,1,1,38,Przymorze Ma³e,2019,6,13,14,3,Thursday
117,2019-06-14 20:00:00,GDAŃSK CHŁOPSKA  18,Gdańsk,18.590106299377833,54.4076556,6,1,1,2,1,49,1,2,1,37,Przymorze Wielkie,2019,6,14,20,4,Friday
118,2019-06-18 15:20:00,GDAŃSK KRUCZKOWSKIEGO  2,Gdańsk,18.58833643551948,54.36399115,2,1,1,2,1,25,2,2,1,34,Wrzeszcz Górny,2019,6,18,15,1,Tuesday
119,2019-06-18 07:28:00,GDAŃSK ŹRÓDLANA  / CYPRYSOWA,Gdańsk,18.5472912,54.341239,1,6,1,2,1,29,0,0,1,0,Jasieñ,2019,6,18,7,1,Tuesday
120,2019-06-19 09:39:00,GDAŃSK TORUŃSKA  / CHMIELNA,Gdańsk,18.6463969,54.3450837,1,1,1,1,1,51,2,2,1,38,ródmiecie,2019,6,19,9,2,Wednesday
121,2019-06-17 08:10:00,GDAŃSK JAŚKOWA DOLINA  75,Gdańsk,18.59273388723561,54.3679578,2,1,1,1,1,26,2,1,1,29,Wrzeszcz Górny,2019,6,17,8,0,Monday
122,2019-06-21 17:10:00,GDAŃSK BULOŃSKA  / POWSTANIA LISTOPADOWEGO,Gdańsk,18.5760751,54.3523464,2,1,1,2,1,20,2,2,1,86,Piecki-Migowo,2019,6,21,17,4,Friday
123,2019-06-22 11:20:00,GDAŃSK ALEJA GRUNWALDZKA  262,Gdańsk,18.577973072653343,54.39580725,6,1,1,2,1,22,2,0,1,0,Oliwa,2019,6,22,11,5,Saturday
124,2019-06-23 12:25:00,GDAŃSK ALEJA GRUNWALDZKA  573  / PIASTOWSKA,Gdańsk,18.56591715395604,54.41896685,6,3,1,1,1,38,1,2,1,20,Oliwa,2019,6,23,12,6,Sunday
125,2019-06-25 12:55:00,GDAŃSK ŁOSTOWICKA  2,Gdańsk,18.603824040348485,54.3467706,2,1,1,2,1,34,2,2,1,18,Siedlce,2019,6,25,12,1,Tuesday
126,2019-06-25 13:20:00,GDAŃSK ALEJA JANA PAWŁA II  25,Gdańsk,18.6089715,54.4010377,1,4,1,2,1,73,2,1,1,64,Zaspa-Rozstaje,2019,6,25,13,1,Tuesday
127,2019-06-25 17:10:00,GDAŃSK KILIŃSKIEGO  3,Gdańsk,18.6031809,54.3853853,1,1,1,2,1,12,2,1,1,25,Wrzeszcz Dolny,2019,6,25,17,1,Tuesday
128,2019-06-25 16:55:00,GDAŃSK KAMIENNA GROBLA  / SZOPY,Gdańsk,18.6556389,54.34175550000001,4,1,1,1,1,44,2,0,1,0,ródmiecie,2019,6,25,16,1,Tuesday
129,2019-06-25 16:40:00,GDAŃSK SPICHRZOWA  22,Gdańsk,18.6582917,54.34712579999999,1,5,1,1,1,27,2,1,1,79,ródmiecie,2019,6,25,16,1,Tuesday
130,2019-06-27 09:05:00,GDAŃSK ŚW.DUCHA  79,Gdańsk,18.65422765855542,54.35047625,1,1,1,2,1,22,2,2,1,27,ródmiecie,2019,6,27,9,3,Thursday
131,2019-06-27 13:55:00,GDAŃSK JAŚKOWA DOLINA  101,Gdańsk,18.588202,54.3599061,4,1,1,2,1,13,2,2,1,25,Piecki-Migowo,2019,6,27,13,3,Thursday
132,2019-06-27 16:40:00,GDAŃSK OLSZTYŃSKA  / MEISSNERA,Gdańsk,18.6067855,54.4047218,1,1,1,1,1,26,2,1,1,42,Przymorze Wielkie,2019,6,27,16,3,Thursday
133,2019-06-28 13:00:00,GDAŃSK WYSPIAŃSKIEGO  / POPRZECZNA,Gdańsk,18.623565,54.3764725,1,1,1,2,1,55,2,2,1,65,Wrzeszcz Dolny,2019,6,28,13,4,Friday
134,2019-07-01 14:12:00,GDAŃSK KARTUSKA  / POWSTAŃCÓW WARSZAWSKICH,Gdańsk,18.5381467,54.3456959,2,3,1,2,1,68,2,2,1,24,Jasieñ,2019,7,1,14,0,Monday
135,2019-07-01 13:25:00,GDAŃSK BRZEGI  41,Gdańsk,18.63484374009009,54.3348239,2,5,1,1,1,43,2,2,1,60,Orunia-w. Wojciech-Lipce,2019,7,1,13,0,Monday
136,2019-06-29 12:30:00,GDAŃSK JAŚKOWA DOLINA / SIENKIEWICZA,Gdańsk,18.5873271,54.35859,2,6,1,2,1,70,2,2,1,38,Piecki-Migowo,2019,6,29,12,5,Saturday
137,2019-07-03 17:20:00,GDAŃSK KACZYŃSKIEGO,Gdańsk,18.6040268,54.4108248,1,1,1,1,1,16,2,1,1,38,Przymorze Wielkie,2019,7,3,17,2,Wednesday
138,2019-07-01 14:15:00,GDAŃSK BŁĘDNIK  / POPIEŁUSZKI,Gdańsk,18.6430016,54.3612584,2,1,1,1,1,24,2,2,1,71,ródmiecie,2019,7,1,14,0,Monday
139,2019-07-02 10:50:00,GDAŃSK CHŁOPSKA  34  / PIASTOWSKA,Gdańsk,18.587584,54.4126017,1,1,1,2,1,85,2,1,1,35,Przymorze Ma³e,2019,7,2,10,1,Tuesday
140,2019-07-03 13:37:00,GDAŃSK KARTUSKA  43  / ZAGRODOWA,Gdańsk,18.628075819550496,54.3499831,6,1,1,1,1,53,2,2,1,66,Siedlce,2019,7,3,13,2,Wednesday
141,2019-07-04 15:05:00,GDAŃSK ALEJA ZWYCIĘSTWA  / PIRAMOWICZA,Gdańsk,18.6411774,54.3619077,2,1,1,2,1,47,2,2,1,29,Anio³ki,2019,7,4,15,3,Thursday
142,2019-07-07 18:40:00,GDAŃSK RAKOCZEGO,Gdańsk,18.585054,54.3577937,6,1,1,2,1,46,1,2,1,8,Piecki-Migowo,2019,7,7,18,6,Sunday
143,2019-07-08 06:30:00,GDAŃSK JAŚKOWA DOLINA  / MATUSZEWSKIEGO,Gdańsk,18.5873271,54.35859,1,1,1,2,1,29,2,1,1,36,Piecki-Migowo,2019,7,8,6,0,Monday
144,2019-07-08 15:20:00,GDAŃSK KOŁOBRZESKA  41,Gdańsk,18.586746229002856,54.40364275,3,1,1,1,1,25,2,2,1,23,Przymorze Ma³e,2019,7,8,15,0,Monday
